town,flat_type,flat_model,floor_area_sqm,street_name,resale_price,month,remaining_lease,lease_commence_date,storey_range,_id,block,time,lease_years,lease_years_int,size_sqft,cost_psf,days_ago,storey_min,storey_max,storey_mid,full_name,group_count,group_storey_min,group_storey_max,storey_rank,group_cost_psf_max,group_cost_psf_max_date,year
SENGKANG,4 ROOM,Model A2,85.0,RIVERVALE CRES,403888.0,2013-01,,2003,01 TO 03,21040,184C,2013-01-01,89.49178082191781,89,914.9315,441.44069801946927,-3532,2,3,2.5,RIVERVALE CRES 2003,1308,2,20,0.0277777777777777,494.1655846087583,2012-03-01,2013
SEMBAWANG,EXECUTIVE,Maisonette,141.0,CANBERRA RD,650000.0,2013-01,,1998,10 TO 12,21039,310,2013-01-01,84.48904109589041,84,1517.7098999999998,428.2768399942572,-3532,10,12,11.0,CANBERRA RD 1998,868,2,20,0.5,458.0189271611526,2021-09-01,2013
SEMBAWANG,EXECUTIVE,Apartment,141.0,CANBERRA RD,615000.0,2013-01,,1998,07 TO 09,21038,308,2013-01-01,84.48904109589041,84,1517.7098999999998,405.2157793791818,-3532,7,9,8.0,CANBERRA RD 1998,868,2,20,0.3333333333333333,458.0189271611526,2021-09-01,2013
SEMBAWANG,EXECUTIVE,Apartment,130.0,MONTREAL DR,595000.0,2013-01,,2001,07 TO 09,21037,504A,2013-01-01,87.49178082191781,87,1399.307,425.2104791871977,-3532,7,9,8.0,MONTREAL DR 2001,225,2,15,0.4615384615384615,460.2927799910306,2022-01-01,2013
SEMBAWANG,EXECUTIVE,Premium Apartment,131.0,ADMIRALTY DR,595000.0,2013-01,,2001,13 TO 15,21036,357B,2013-01-01,87.49178082191781,87,1410.0709,421.9645976666847,-3532,13,15,14.0,ADMIRALTY DR 2001,2372,2,20,0.6666666666666666,479.96690692719966,2022-08-01,2013
SEMBAWANG,EXECUTIVE,Apartment,130.0,WELLINGTON CIRCLE,590000.0,2013-01,,2001,10 TO 12,21035,506A,2013-01-01,87.49178082191781,87,1399.307,421.6372818831036,-3532,10,12,11.0,WELLINGTON CIRCLE 2001,727,2,15,0.6923076923076923,479.8293522640646,2022-08-01,2013
SEMBAWANG,EXECUTIVE,Premium Apartment,131.0,ADMIRALTY DR,588000.0,2013-01,,2001,07 TO 09,21034,356C,2013-01-01,87.49178082191781,87,1410.0709,417.0003082823708,-3532,7,9,8.0,ADMIRALTY DR 2001,2372,2,20,0.3333333333333333,479.96690692719966,2022-08-01,2013
SEMBAWANG,5 ROOM,Improved,110.0,WELLINGTON CIRCLE,510000.0,2013-01,,2004,07 TO 09,21020,509A,2013-01-01,90.4917808219178,90,1184.029,430.7326932026158,-3532,7,9,8.0,WELLINGTON CIRCLE 2004,443,2,15,0.4615384615384615,513.6996594827045,2022-08-01,2013
SEMBAWANG,EXECUTIVE,Premium Apartment,137.0,ADMIRALTY DR,585000.0,2013-01,,2001,13 TO 15,21033,468A,2013-01-01,87.49178082191781,87,1474.6543,396.7031459508849,-3532,13,15,14.0,ADMIRALTY DR 2001,2372,2,20,0.6666666666666666,479.96690692719966,2022-08-01,2013
SEMBAWANG,EXECUTIVE,Apartment,141.0,CANBERRA RD,580000.0,2013-01,,1998,04 TO 06,21031,304,2013-01-01,84.48904109589041,84,1517.7098999999998,382.1547187641064,-3532,4,6,5.0,CANBERRA RD 1998,868,2,20,0.1666666666666666,458.0189271611526,2021-09-01,2013
SEMBAWANG,EXECUTIVE,Premium Apartment,131.0,ADMIRALTY DR,580000.0,2013-01,,2001,07 TO 09,21030,359C,2013-01-01,87.49178082191781,87,1410.0709,411.3268347002977,-3532,7,9,8.0,ADMIRALTY DR 2001,2372,2,20,0.3333333333333333,479.96690692719966,2022-08-01,2013
SEMBAWANG,EXECUTIVE,Premium Apartment,131.0,ADMIRALTY DR,576888.0,2013-01,,2001,04 TO 06,21029,359B,2013-01-01,87.49178082191781,87,1410.0709,409.1198534768713,-3532,4,6,5.0,ADMIRALTY DR 2001,2372,2,20,0.1666666666666666,479.96690692719966,2022-08-01,2013
SEMBAWANG,EXECUTIVE,Premium Apartment,131.0,SEMBAWANG CL,575000.0,2013-01,,2001,10 TO 12,21028,339B,2013-01-01,87.49178082191781,87,1410.0709,407.780913711502,-3532,10,12,11.0,SEMBAWANG CL 2001,599,2,18,0.5625,475.7831680662299,2022-07-01,2013
SEMBAWANG,EXECUTIVE,Apartment,130.0,CANBERRA RD,560000.0,2013-01,,2001,07 TO 09,21027,423,2013-01-01,87.49178082191781,87,1399.307,400.19809805853896,-3532,7,9,8.0,CANBERRA RD 2001,1328,2,15,0.4615384615384615,536.3287699915298,2022-07-01,2013
SEMBAWANG,EXECUTIVE,Apartment,130.0,CANBERRA RD,553888.0,2013-01,,2001,07 TO 09,21026,423,2013-01-01,87.49178082191781,87,1399.307,395.8302216740144,-3532,7,9,8.0,CANBERRA RD 2001,1328,2,15,0.4615384615384615,536.3287699915298,2022-07-01,2013
SEMBAWANG,5 ROOM,Premium Apartment,113.0,SEMBAWANG DR,528000.0,2013-01,,2006,16 TO 18,21025,466C,2013-01-01,92.4945205479452,92,1216.3207,434.0960406248122,-3532,16,18,17.0,SEMBAWANG DR 2006,306,2,21,0.7894736842105263,510.96721448545605,2022-05-01,2013
SEMBAWANG,5 ROOM,Premium Apartment,110.0,SEMBAWANG DR,525000.0,2013-01,,2006,04 TO 06,21024,466B,2013-01-01,92.4945205479452,92,1184.029,443.40130182622215,-3532,4,6,5.0,SEMBAWANG DR 2006,306,2,21,0.1578947368421052,510.96721448545605,2022-05-01,2013
SEMBAWANG,5 ROOM,Premium Apartment,110.0,SEMBAWANG DR,522000.0,2013-01,,2006,07 TO 09,21023,466C,2013-01-01,92.4945205479452,92,1184.029,440.8675801015009,-3532,7,9,8.0,SEMBAWANG DR 2006,306,2,21,0.3157894736842105,510.96721448545605,2022-05-01,2013
SEMBAWANG,EXECUTIVE,Apartment,130.0,SEMBAWANG DR,520000.0,2013-01,,2001,01 TO 03,21022,415,2013-01-01,87.49178082191781,87,1399.307,371.6125196257862,-3532,2,3,2.5,SEMBAWANG DR 2001,741,2,15,0.0384615384615384,474.8382195218379,2022-05-01,2013
SEMBAWANG,EXECUTIVE,Premium Apartment,131.0,ADMIRALTY DR,585000.0,2013-01,,2001,13 TO 15,21032,359C,2013-01-01,87.49178082191781,87,1410.0709,414.87275568909337,-3532,13,15,14.0,ADMIRALTY DR 2001,2372,2,20,0.6666666666666666,479.96690692719966,2022-08-01,2013
SENGKANG,5 ROOM,Improved,110.0,SENGKANG EAST WAY,513000.0,2013-01,,2000,04 TO 06,21096,122A,2013-01-01,86.48904109589041,86,1184.029,433.2664149273371,-3532,4,6,5.0,SENGKANG EAST WAY 2000,658,2,20,0.1666666666666666,578.0639194178897,2022-07-01,2013
SERANGOON,5 ROOM,Improved,121.0,SERANGOON NTH AVE 3,537000.0,2013-01,,1998,01 TO 03,21180,546,2013-01-01,84.48904109589041,84,1302.4319,412.30562611373387,-3532,2,3,2.5,SERANGOON NTH AVE 3 1998,286,2,18,0.03125,521.5066451891286,2021-12-01,2013
SENGKANG,4 ROOM,Model A,90.0,ANCHORVALE DR,515000.0,2013-01,,2002,13 TO 15,21098,321B,2013-01-01,88.49178082191781,88,968.751,531.6123544646664,-3532,13,15,14.0,ANCHORVALE DR 2002,848,2,15,0.9230769230769232,531.6123544646664,2013-01-01,2013
SERANGOON,5 ROOM,Improved,121.0,SERANGOON NTH AVE 1,495000.0,2013-01,,1986,01 TO 03,21173,114,2013-01-01,72.48082191780821,72,1302.4319,380.0582587081904,-3532,2,3,2.5,SERANGOON NTH AVE 1 1986,689,2,15,0.0384615384615384,523.501763758548,2021-08-01,2013
SERANGOON,5 ROOM,Improved,121.0,SERANGOON NTH AVE 1,480000.0,2013-01,,1985,01 TO 03,21172,117,2013-01-01,71.48082191780821,71,1302.4319,368.5413417776392,-3532,2,3,2.5,SERANGOON NTH AVE 1 1985,1302,2,15,0.0384615384615384,582.1929474137316,2022-08-01,2013
SERANGOON,4 ROOM,New Generation,93.0,SERANGOON AVE 2,478000.0,2013-01,,1985,01 TO 03,21171,307,2013-01-01,71.48082191780821,71,1001.0427,477.5021085514135,-3532,2,3,2.5,SERANGOON AVE 2 1985,1421,2,18,0.03125,678.3799015987507,2022-02-01,2013
SERANGOON,4 ROOM,Model A,101.0,SERANGOON NTH AVE 4,463000.0,2013-01,,1997,10 TO 12,21170,510,2013-01-01,83.48904109589041,83,1087.1539,425.8826648186609,-3532,10,12,11.0,SERANGOON NTH AVE 4 1997,557,2,12,0.9,522.1002341849888,2022-02-01,2013
SERANGOON,4 ROOM,Model A,110.0,SERANGOON NTH AVE 4,451000.0,2013-01,,1992,04 TO 06,21169,531,2013-01-01,78.48356164383561,78,1184.029,380.9028326164308,-3532,4,6,5.0,SERANGOON NTH AVE 4 1992,2262,2,18,0.1875,575.1146137065739,2022-06-01,2013
SERANGOON,4 ROOM,New Generation,91.0,SERANGOON NTH AVE 1,450000.0,2013-01,,1985,07 TO 09,21168,103,2013-01-01,71.48082191780821,71,979.5149,459.4110819549555,-3532,7,9,8.0,SERANGOON NTH AVE 1 1985,1302,2,15,0.4615384615384615,582.1929474137316,2022-08-01,2013
SERANGOON,4 ROOM,Model A,103.0,SERANGOON NTH AVE 2,448000.0,2013-01,,1989,01 TO 03,21167,139,2013-01-01,75.48356164383561,75,1108.6817,404.08351648629184,-3532,2,3,2.5,SERANGOON NTH AVE 2 1989,302,2,15,0.0384615384615384,498.783197448545,2022-04-01,2013
SERANGOON,3 ROOM,Simplified,64.0,SERANGOON CTRL DR,430000.0,2013-01,,1988,04 TO 06,21166,254,2013-01-01,74.48082191780821,74,688.8896,624.1929040589378,-3532,4,6,5.0,SERANGOON CTRL DR 1988,190,2,6,0.75,624.1929040589378,2013-01-01,2013
SERANGOON,4 ROOM,Model A,102.0,SERANGOON NTH AVE 4,428000.0,2013-01,,1997,01 TO 03,21165,509,2013-01-01,83.48904109589041,83,1097.9178,389.8288196074424,-3532,2,3,2.5,SERANGOON NTH AVE 4 1997,557,2,12,0.05,522.1002341849888,2022-02-01,2013
SERANGOON,4 ROOM,New Generation,91.0,SERANGOON NTH AVE 1,415000.0,2013-01,,1985,01 TO 03,21164,111,2013-01-01,71.48082191780821,71,979.5149,423.6791089140145,-3532,2,3,2.5,SERANGOON NTH AVE 1 1985,1302,2,15,0.0384615384615384,582.1929474137316,2022-08-01,2013
SERANGOON,4 ROOM,New Generation,93.0,SERANGOON AVE 4,510000.0,2013-01,,1984,10 TO 12,21174,220,2013-01-01,70.47808219178083,70,1001.0427,509.4687769063198,-3532,10,12,11.0,SERANGOON AVE 4 1984,996,2,15,0.6923076923076923,569.6697416241448,2021-10-01,2013
SERANGOON,4 ROOM,Simplified,86.0,SERANGOON NTH AVE 1,395000.0,2013-01,,1986,01 TO 03,21163,153,2013-01-01,72.48082191780821,72,925.6954,426.7062361982138,-3532,2,3,2.5,SERANGOON NTH AVE 1 1986,689,2,15,0.0384615384615384,523.501763758548,2021-08-01,2013
SERANGOON,3 ROOM,Improved,64.0,LOR LEW LIAN,350000.0,2013-01,,1978,04 TO 06,21161,1,2013-01-01,64.47534246575343,64,688.8896,508.0639916758796,-3532,4,6,5.0,LOR LEW LIAN 1978,636,2,15,0.2307692307692307,597.5360400800995,2013-09-01,2013
SERANGOON,3 ROOM,Improved,60.0,SERANGOON AVE 2,328000.0,2013-01,,1985,04 TO 06,21160,302,2013-01-01,71.48082191780821,71,645.834,507.8704434885745,-3532,4,6,5.0,SERANGOON AVE 2 1985,1421,2,18,0.1875,678.3799015987507,2022-02-01,2013
SERANGOON,3 ROOM,Simplified,64.0,SERANGOON NTH AVE 1,325000.0,2013-01,,1986,04 TO 06,21159,153,2013-01-01,72.48082191780821,72,688.8896,471.7737065561739,-3532,4,6,5.0,SERANGOON NTH AVE 1 1986,689,2,15,0.2307692307692307,523.501763758548,2021-08-01,2013
SERANGOON,3 ROOM,Simplified,64.0,SERANGOON NTH AVE 1,324000.0,2013-01,,1988,04 TO 06,21158,147,2013-01-01,74.48082191780821,74,688.8896,470.32209515138567,-3532,4,6,5.0,SERANGOON NTH AVE 1 1988,145,2,15,0.2307692307692307,483.3865977944797,2021-07-01,2013
SERANGOON,3 ROOM,Improved,60.0,SERANGOON AVE 2,315000.0,2013-01,,1984,04 TO 06,21157,303,2013-01-01,70.47808219178083,70,645.834,487.7414320088444,-3532,4,6,5.0,SERANGOON AVE 2 1984,130,2,12,0.3,605.8899776507384,2022-06-01,2013
SERANGOON,2 ROOM,Improved,44.0,LOR LEW LIAN,258000.0,2013-01,,1978,07 TO 09,21156,8,2013-01-01,64.47534246575343,64,473.6116,544.750170815073,-3532,7,9,8.0,LOR LEW LIAN 1978,636,2,15,0.4615384615384615,597.5360400800995,2013-09-01,2013
SENGKANG,EXECUTIVE,Apartment,130.0,COMPASSVALE DR,700000.0,2013-01,,2001,13 TO 15,21155,204D,2013-01-01,87.49178082191781,87,1399.307,500.2476225731737,-3532,13,15,14.0,COMPASSVALE DR 2001,597,2,20,0.6666666666666666,517.7238057513794,2022-07-01,2013
SENGKANG,5 ROOM,Premium Apartment,110.0,COMPASSVALE LINK,680000.0,2013-01,,2006,16 TO 18,21154,268C,2013-01-01,92.4945205479452,92,1184.029,574.3102576034878,-3532,16,18,17.0,COMPASSVALE LINK 2006,649,2,18,0.9375,637.9348253575996,2012-12-01,2013
SENGKANG,EXECUTIVE,Premium Apartment,130.0,ANCHORVALE LANE,676888.0,2013-01,,2002,13 TO 15,21153,312B,2013-01-01,88.49178082191781,88,1399.307,483.7308753547292,-3532,13,15,14.0,ANCHORVALE LANE 2002,491,2,20,0.6666666666666666,486.28388512631216,2013-04-01,2013
SENGKANG,EXECUTIVE,Apartment,130.0,ANCHORVALE LINK,660000.0,2013-01,,2001,07 TO 09,21150,302C,2013-01-01,87.49178082191781,87,1399.307,471.6620441404209,-3532,7,9,8.0,ANCHORVALE LINK 2001,866,2,20,0.3333333333333333,505.5023244909592,2012-10-01,2013
SERANGOON,3 ROOM,Simplified,64.0,SERANGOON CTRL DR,374000.0,2013-01,,1988,04 TO 06,21162,261,2013-01-01,74.48082191780821,74,688.8896,542.902665390797,-3532,4,6,5.0,SERANGOON CTRL DR 1988,190,2,6,0.75,624.1929040589378,2013-01-01,2013
SENGKANG,EXECUTIVE,Apartment,125.0,COMPASSVALE ST,650000.0,2013-01,,2001,10 TO 12,21149,291C,2013-01-01,87.49178082191781,87,1345.4875,483.0962755135221,-3532,10,12,11.0,COMPASSVALE ST 2001,1572,2,20,0.5,516.1284994802586,2022-04-01,2013
SERANGOON,5 ROOM,Improved,122.0,SERANGOON NTH AVE 4,516000.0,2013-01,,1992,01 TO 03,21175,541,2013-01-01,78.48356164383561,78,1313.1958,392.9345494403805,-3532,2,3,2.5,SERANGOON NTH AVE 4 1992,2262,2,18,0.03125,575.1146137065739,2022-06-01,2013
SERANGOON,4 ROOM,Simplified,89.0,SERANGOON AVE 2,525000.0,2013-01,,1985,01 TO 03,21177,243,2013-01-01,71.48082191780821,71,957.9871,548.024080908814,-3532,2,3,2.5,SERANGOON AVE 2 1985,1421,2,18,0.03125,678.3799015987507,2022-02-01,2013
TAMPINES,3 ROOM,New Generation,67.0,TAMPINES ST 81,360000.0,2013-01,,1987,01 TO 03,21199,826,2013-01-01,73.48082191780821,73,721.1813,499.18099651225015,-3532,2,3,2.5,TAMPINES ST 81 1987,255,2,6,0.125,526.913274096264,2022-04-01,2013
TAMPINES,3 ROOM,Model A,74.0,TAMPINES ST 42,360000.0,2013-01,,1985,04 TO 06,21198,448,2013-01-01,71.48082191780821,71,796.5286,451.96117251784807,-3532,4,6,5.0,TAMPINES ST 42 1985,503,2,15,0.2307692307692307,502.1790805753868,2021-12-01,2013
TAMPINES,3 ROOM,New Generation,67.0,TAMPINES ST 22,357000.0,2013-01,,1985,04 TO 06,21197,296,2013-01-01,71.48082191780821,71,721.1813,495.02115487464806,-3532,4,6,5.0,TAMPINES ST 22 1985,888,2,15,0.2307692307692307,513.047135304257,2012-09-01,2013
TAMPINES,3 ROOM,Simplified,64.0,TAMPINES ST 82,355000.0,2013-01,,1986,01 TO 03,21196,850,2013-01-01,72.48082191780821,72,688.8896,515.3220486998207,-3532,2,3,2.5,TAMPINES ST 82 1986,499,2,15,0.0384615384615384,530.8750280368374,2022-08-01,2013
TAMPINES,3 ROOM,Model A,73.0,TAMPINES AVE 4,355000.0,2013-01,,1984,04 TO 06,21195,808,2013-01-01,70.47808219178083,70,785.7647,451.7891933806648,-3532,4,6,5.0,TAMPINES AVE 4 1984,1164,2,18,0.1875,547.7124822842744,2021-11-01,2013
TAMPINES,3 ROOM,Simplified,76.0,TAMPINES ST 42,347000.0,2013-01,,1986,01 TO 03,21194,445,2013-01-01,72.48082191780821,72,818.0563999999999,424.1761325991704,-3532,2,3,2.5,TAMPINES ST 42 1986,116,2,12,0.05,535.6446083668559,2012-10-01,2013
TAMPINES,3 ROOM,Improved,60.0,TAMPINES ST 41,340000.0,2013-01,,1985,10 TO 12,21193,403,2013-01-01,71.48082191780821,71,645.834,526.4510694698638,-3532,10,12,11.0,TAMPINES ST 41 1985,1922,2,15,0.6923076923076923,603.8703443919026,2022-08-01,2013
TAMPINES,3 ROOM,New Generation,67.0,TAMPINES AVE 4,340000.0,2013-01,,1984,07 TO 09,21192,803,2013-01-01,70.47808219178083,70,721.1813,471.44871892823625,-3532,7,9,8.0,TAMPINES AVE 4 1984,1164,2,18,0.375,547.7124822842744,2021-11-01,2013
TAMPINES,3 ROOM,Simplified,64.0,TAMPINES ST 82,330000.0,2013-01,,1986,04 TO 06,21191,850,2013-01-01,72.48082191780821,72,688.8896,479.031763580115,-3532,4,6,5.0,TAMPINES ST 82 1986,499,2,15,0.2307692307692307,530.8750280368374,2022-08-01,2013
TAMPINES,3 ROOM,New Generation,67.0,TAMPINES ST 81,324000.0,2013-01,,1987,04 TO 06,21190,828,2013-01-01,73.48082191780821,73,721.1813,449.2628968610251,-3532,4,6,5.0,TAMPINES ST 81 1987,255,2,6,0.75,526.913274096264,2022-04-01,2013
SERANGOON,4 ROOM,Simplified,84.0,SERANGOON AVE 3,518000.0,2013-01,,1986,10 TO 12,21176,330,2013-01-01,72.48082191780821,72,904.1676,572.9026344230871,-3532,10,12,11.0,SERANGOON AVE 3 1986,954,2,15,0.6923076923076923,674.6536814634809,2022-07-01,2013
SERANGOON,5 ROOM,Improved,121.0,SERANGOON AVE 4,710000.0,2013-01,,1985,10 TO 12,21189,216,2013-01-01,71.48082191780821,71,1302.4319,545.1340680460913,-3532,10,12,11.0,SERANGOON AVE 4 1985,913,2,15,0.6923076923076923,578.0626868722193,2013-08-01,2013
SERANGOON,5 ROOM,Improved,121.0,SERANGOON AVE 2,650000.0,2013-01,,1985,01 TO 03,21187,312,2013-01-01,71.48082191780821,71,1302.4319,499.0664003238864,-3532,2,3,2.5,SERANGOON AVE 2 1985,1421,2,18,0.03125,678.3799015987507,2022-02-01,2013
SERANGOON,4 ROOM,Model A,105.0,SERANGOON CTRL,634000.0,2013-01,,1989,07 TO 09,21186,427,2013-01-01,75.48356164383561,75,1130.2095,560.9579462922583,-3532,7,9,8.0,SERANGOON CTRL 1989,833,2,15,0.4615384615384615,671.6393597218099,2021-12-01,2013
SERANGOON,4 ROOM,Model A,100.0,SERANGOON CTRL DR,615000.0,2013-01,,1999,13 TO 15,21185,257,2013-01-01,85.48904109589041,85,1076.39,571.3542489246463,-3532,13,15,14.0,SERANGOON CTRL DR 1999,288,2,15,0.9230769230769232,686.6753080041701,2022-04-01,2013
SERANGOON,EXECUTIVE,Maisonette,150.0,SERANGOON NTH AVE 1,607000.0,2013-01,,1985,01 TO 03,21184,123,2013-01-01,71.48082191780821,71,1614.585,375.94799902142034,-3532,2,3,2.5,SERANGOON NTH AVE 1 1985,1302,2,15,0.0384615384615384,582.1929474137316,2022-08-01,2013
SERANGOON,4 ROOM,Model A,104.0,SERANGOON AVE 3,580000.0,2013-01,,1986,04 TO 06,21183,329,2013-01-01,72.48082191780821,72,1119.4456,518.1136090936442,-3532,4,6,5.0,SERANGOON AVE 3 1986,954,2,15,0.2307692307692307,674.6536814634809,2022-07-01,2013
SERANGOON,5 ROOM,Improved,121.0,SERANGOON NTH AVE 3,561000.0,2013-01,,1998,10 TO 12,21182,548,2013-01-01,84.48904109589041,84,1302.4319,430.7326932026158,-3532,10,12,11.0,SERANGOON NTH AVE 3 1998,286,2,18,0.5625,521.5066451891286,2021-12-01,2013
SERANGOON,4 ROOM,Simplified,89.0,SERANGOON CTRL,545000.0,2013-01,,1986,04 TO 06,21181,203,2013-01-01,72.48082191780821,72,957.9871,568.9011887529592,-3532,4,6,5.0,SERANGOON CTRL 1986,270,2,12,0.3,686.6121944648315,2013-08-01,2013
TOA PAYOH,3 ROOM,Improved,67.0,LOR 1 TOA PAYOH,383000.0,2013-01,,1970,07 TO 09,21319,128,2013-01-01,56.46986301369863,56,721.1813,531.0731157338661,-3532,7,9,8.0,LOR 1 TOA PAYOH 1970,1189,2,18,0.375,572.6715321098869,2012-02-01,2013
SERANGOON,5 ROOM,Improved,122.0,SERANGOON NTH AVE 4,525000.0,2013-01,,1992,01 TO 03,21179,530,2013-01-01,78.48356164383561,78,1313.1958,399.7880590236429,-3532,2,3,2.5,SERANGOON NTH AVE 4 1992,2262,2,18,0.03125,575.1146137065739,2022-06-01,2013
SERANGOON,5 ROOM,Improved,122.0,SERANGOON NTH AVE 2,525000.0,2013-01,,1989,04 TO 06,21178,139,2013-01-01,75.48356164383561,75,1313.1958,399.7880590236429,-3532,4,6,5.0,SERANGOON NTH AVE 2 1989,302,2,15,0.2307692307692307,498.783197448545,2022-04-01,2013
SERANGOON,EXECUTIVE,Maisonette,147.0,SERANGOON NTH AVE 4,688000.0,2013-01,,1992,04 TO 06,21188,520,2013-01-01,78.48356164383561,78,1582.2933,434.8119277254097,-3532,4,6,5.0,SERANGOON NTH AVE 4 1992,2262,2,18,0.1875,575.1146137065739,2022-06-01,2013
SENGKANG,EXECUTIVE,Apartment,130.0,COMPASSVALE RD,650000.0,2013-01,,2001,01 TO 03,21148,203D,2013-01-01,87.49178082191781,87,1399.307,464.5156495322327,-3532,2,3,2.5,COMPASSVALE RD 2001,724,2,18,0.03125,583.2252044126923,2022-03-01,2013
SENGKANG,EXECUTIVE,Apartment,130.0,COMPASSVALE ST,645000.0,2013-01,,2000,13 TO 15,21147,250C,2013-01-01,86.48904109589041,86,1399.307,460.9424522281386,-3532,13,15,14.0,COMPASSVALE ST 2000,394,2,18,0.75,489.3370964538025,2022-04-01,2013
SENGKANG,4 ROOM,Premium Apartment,90.0,COMPASSVALE LINK,645000.0,2013-01,,2009,10 TO 12,21146,275B,2013-01-01,95.4972602739726,95,968.751,665.8057643295336,-3532,10,12,11.0,COMPASSVALE LINK 2009,814,2,18,0.5625,722.579899272362,2022-08-01,2013
SENGKANG,5 ROOM,Premium Apartment,112.0,FERNVALE LANE,550000.0,2013-01,,2004,07 TO 09,21118,404B,2013-01-01,90.4917808219178,90,1205.5567999999998,456.2207272191572,-3532,7,9,8.0,FERNVALE LANE 2004,682,2,27,0.24,510.1377222541485,2013-02-01,2013
SENGKANG,5 ROOM,Improved,115.0,COMPASSVALE WALK,550000.0,2013-01,,1999,07 TO 09,21117,226B,2013-01-01,85.48904109589041,85,1237.8485,444.3193169438748,-3532,7,9,8.0,COMPASSVALE WALK 1999,1774,2,20,0.3333333333333333,534.3577188236039,2022-07-01,2013
SENGKANG,5 ROOM,Improved,122.0,RIVERVALE CRES,548000.0,2013-01,,1999,10 TO 12,21116,149,2013-01-01,85.48904109589041,85,1313.1958,417.3025835142025,-3532,10,12,11.0,RIVERVALE CRES 1999,292,2,20,0.5,488.6016461746449,2022-01-01,2013
SENGKANG,5 ROOM,Improved,121.0,COMPASSVALE WALK,548000.0,2013-01,,1999,04 TO 06,21115,223C,2013-01-01,85.48904109589041,85,1302.4319,420.75136519613807,-3532,4,6,5.0,COMPASSVALE WALK 1999,1774,2,20,0.1666666666666666,534.3577188236039,2022-07-01,2013
SENGKANG,5 ROOM,Improved,121.0,COMPASSVALE WALK,548000.0,2013-01,,1999,16 TO 18,21114,224B,2013-01-01,85.48904109589041,85,1302.4319,420.75136519613807,-3532,16,18,17.0,COMPASSVALE WALK 1999,1774,2,20,0.8333333333333334,534.3577188236039,2022-07-01,2013
SENGKANG,5 ROOM,Improved,120.0,RIVERVALE WALK,542000.0,2013-01,,1999,10 TO 12,21113,110,2013-01-01,85.48904109589041,85,1291.668,419.6124700774503,-3532,10,12,11.0,RIVERVALE WALK 1999,782,2,20,0.5,531.7903298093147,2022-08-01,2013
SENGKANG,5 ROOM,Improved,110.0,SENGKANG EAST RD,538888.0,2013-01,,2001,04 TO 06,21112,200D,2013-01-01,87.49178082191781,87,1184.029,455.1307442638652,-3532,4,6,5.0,SENGKANG EAST RD 2001,358,2,18,0.1875,498.81834365153605,2013-04-01,2013
SENGKANG,5 ROOM,Premium Apartment,121.0,RIVERVALE DR,535000.0,2013-01,,2001,01 TO 03,21111,120A,2013-01-01,87.49178082191781,87,1302.4319,410.77003718966034,-3532,2,3,2.5,RIVERVALE DR 2001,1096,2,18,0.03125,541.7168419897024,2022-02-01,2013
SENGKANG,5 ROOM,Premium Apartment,112.0,FERNVALE LANE,535000.0,2013-01,,2004,07 TO 09,21110,405B,2013-01-01,90.4917808219178,90,1205.5567999999998,443.7783437495439,-3532,7,9,8.0,FERNVALE LANE 2004,682,2,27,0.24,510.1377222541485,2013-02-01,2013
SENGKANG,5 ROOM,Premium Apartment,112.0,FERNVALE LANE,535000.0,2013-01,,2004,04 TO 06,21109,404B,2013-01-01,90.4917808219178,90,1205.5567999999998,443.7783437495439,-3532,4,6,5.0,FERNVALE LANE 2004,682,2,27,0.12,510.1377222541485,2013-02-01,2013
SENGKANG,5 ROOM,Improved,123.0,COMPASSVALE WALK,555000.0,2013-01,,1999,13 TO 15,21119,233,2013-01-01,85.48904109589041,85,1323.9597,419.1970495778686,-3532,13,15,14.0,COMPASSVALE WALK 1999,1774,2,20,0.6666666666666666,534.3577188236039,2022-07-01,2013
SENGKANG,5 ROOM,Improved,110.0,ANCHORVALE RD,535000.0,2013-01,,2001,07 TO 09,21108,307D,2013-01-01,87.49178082191781,87,1184.029,451.8470409086264,-3532,7,9,8.0,ANCHORVALE RD 2001,355,2,18,0.375,505.8059294906535,2013-02-01,2013
SENGKANG,5 ROOM,Improved,110.0,COMPASSVALE CRES,527888.0,2013-01,,2002,07 TO 09,21106,290A,2013-01-01,88.49178082191781,88,1184.029,445.8404312732205,-3532,7,9,8.0,COMPASSVALE CRES 2002,614,2,15,0.4615384615384615,474.8382195218379,2022-01-01,2013
SENGKANG,5 ROOM,Improved,123.0,COMPASSVALE WALK,527000.0,2013-01,,1999,04 TO 06,21105,236,2013-01-01,85.48904109589041,85,1323.9597,398.0483695991653,-3532,4,6,5.0,COMPASSVALE WALK 1999,1774,2,20,0.1666666666666666,534.3577188236039,2022-07-01,2013
SENGKANG,5 ROOM,Improved,111.0,COMPASSVALE CRES,527000.0,2013-01,,2002,07 TO 09,21104,296B,2013-01-01,88.49178082191781,88,1194.7929,441.08062577204805,-3532,7,9,8.0,COMPASSVALE CRES 2002,614,2,15,0.4615384615384615,474.8382195218379,2022-01-01,2013
SENGKANG,5 ROOM,Premium Apartment,114.0,FERNVALE LINK,525000.0,2013-01,,2004,01 TO 03,21103,412A,2013-01-01,90.4917808219178,90,1227.0846,427.84336141126704,-3532,2,3,2.5,FERNVALE LINK 2004,313,2,25,0.0217391304347826,518.3016721096492,2013-05-01,2013
